query	service	action	params
播放门丽的女人不要哭	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '门丽的女人不要哭', 'norm': '门丽的女人不要哭', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放萌萌哒天团的今生梦牵	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '萌萌哒天团的今生梦牵', 'norm': '萌萌哒天团的今生梦牵', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蒙面哥的让它说去	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蒙面哥的让它说去', 'norm': '蒙面哥的让它说去', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孟庆华的大西厢	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孟庆华的大西厢', 'norm': '孟庆华的大西厢', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孟庭苇的没有情人的情人节	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孟庭苇的没有情人的情人节', 'norm': '孟庭苇的没有情人的情人节', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梦然的没有你陪伴真的好孤单	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梦然的没有你陪伴真的好孤单', 'norm': '梦然的没有你陪伴真的好孤单', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明道的再次相信	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明道的再次相信', 'norm': '明道的再次相信', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放莫文蔚的阴天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '莫文蔚的阴天', 'norm': '莫文蔚的阴天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放莫小娘的你没法激怒我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '莫小娘的你没法激怒', 'norm': '莫小娘的你没法激怒', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放慕容晓晓的红尘有缘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '慕容晓晓的红尘有缘', 'norm': '慕容晓晓的红尘有缘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那英的征服	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那英的征服', 'norm': '那英的征服', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南拳妈妈的下雨天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南拳妈妈的下雨天', 'norm': '南拳妈妈的下雨天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南征北战的我们的热血传奇	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南征北战的我们的热血传奇', 'norm': '南征北战的我们的热血传奇', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放尼玛泽仁·亚东的弦子	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '尼玛泽仁亚东的弦子', 'norm': '尼玛泽仁亚东的弦子', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放牛奶咖啡的明天，你好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '牛奶咖啡的明天你好', 'norm': '牛奶咖啡的明天你好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放欧豪的放心去飞	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '欧豪的放心去飞', 'norm': '欧豪的放心去飞', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放排骨教主的狐言	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '排骨教主的狐言', 'norm': '排骨教主的狐言', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放潘玮柏的快乐崇拜	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '潘玮柏的快乐崇拜', 'norm': '潘玮柏的快乐崇拜', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放庞龙的兄弟抱一下	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '庞龙的兄弟抱一下', 'norm': '庞龙的兄弟抱一下', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放彭佳慧的相见恨晚	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '彭佳慧的相见恨晚', 'norm': '彭佳慧的相见恨晚', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放鹏泊的啷个哩个啷	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '鹏泊的啷个哩个啷', 'norm': '鹏泊的啷个哩个啷', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放朴树的平凡之路	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '朴树的平凡之路', 'norm': '朴树的平凡之路', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放戚薇的如果爱忘了	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '戚薇的如果爱忘了', 'norm': '戚薇的如果爱忘了', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放齐晨的咱们结婚吧	RMUSIC_1129	PlayByName	{'name': {'orgin': '齐晨的咱们结婚', 'norm': '齐晨的咱们结婚', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放齐秦的广岛之恋	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '齐秦的广岛之恋', 'norm': '齐秦的广岛之恋', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放齐一的这个年纪	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '齐一的这个年纪', 'norm': '齐一的这个年纪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放祁隆的等你等了那么久	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '祁隆的等你等了那么久', 'norm': '祁隆的等你等了那么久', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放乔任梁的燃烧	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '乔任梁的燃烧', 'norm': '乔任梁的燃烧', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放青蛙乐队的小跳蛙	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '青蛙乐队的小跳蛙', 'norm': '青蛙乐队的小跳蛙', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放邱永传的十二年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '邱永传的十二年', 'norm': '邱永传的十二年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放曲婉婷的Jar Of Love	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '曲婉婷的jar of love', 'norm': '曲婉婷的jar of love', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放权赫的摩天轮	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '权赫的摩天轮', 'norm': '权赫的摩天轮', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放任然的三生	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '任然的三生', 'norm': '任然的三生', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放任素汐的我要你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '任素汐', 'norm': '任素汐', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放任贤齐的不在乎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '任贤齐的不在乎', 'norm': '任贤齐的不在乎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放容祖儿的挥着翅膀的女孩	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '容祖儿的挥着翅膀', 'norm': '容祖儿的挥着翅膀', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"crowd":"女孩"}]', 'norm': '[{"crowd":"女生"}]', 'logic': '0', 'paramType': '{"crowd":"@sys.entity.MUSIC_TAG_CROWD"}', 'code': 0}}

播放阮经天的爱过	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '阮经天的爱过', 'norm': '阮经天的爱过', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放沙宝亮的袖手旁观	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '沙宝亮的袖手旁观', 'norm': '沙宝亮的袖手旁观', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放少司命的瑶琴	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '少司命的瑶琴', 'norm': '少司命的瑶琴', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放石头的雨花石	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '石头的雨花石', 'norm': '石头的雨花石', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放双笙的镜花水月	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '双笙的镜花水月', 'norm': '双笙的镜花水月', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放水木年华的青春再见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '水木年华的青春再见', 'norm': '水木年华的青春再见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放宋冬野的安和桥	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '宋冬野的安和桥', 'norm': '宋冬野的安和桥', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放宋孟君的王者荣耀	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '宋孟君的王者荣耀', 'norm': '宋孟君的王者荣耀', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苏打绿的我好想你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苏打绿的我好想你', 'norm': '苏打绿的我好想你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苏勒亚其其格的歌在飞	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苏勒亚其其格的歌在飞', 'norm': '苏勒亚其其格的歌在飞', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苏立生的流着泪说分手	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苏立生的流着泪说分手', 'norm': '苏立生的流着泪说分手', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苏芮的牵手	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苏芮的牵手', 'norm': '苏芮的牵手', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苏运莹的野子	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苏运莹的野子', 'norm': '苏运莹的野子', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孙凰的胡歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孙凰的胡', 'norm': '孙凰的胡', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孙露的痛快人生	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孙露的痛快人生', 'norm': '孙露的痛快人生', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孙楠的美丽的神话	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孙楠的美丽的神话', 'norm': '孙楠的美丽的神话', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孙燕姿的遇见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孙燕姿的遇见', 'norm': '孙燕姿的遇见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放孙子涵的唐人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '孙子涵的唐人', 'norm': '孙子涵的唐人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放谭晶的乖乖	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '谭晶的乖乖', 'norm': '谭晶的乖乖', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放谭维维的如果有来生	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '谭维维的如果有来生', 'norm': '谭维维的如果有来生', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放谭咏麟的一生中最爱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '谭咏麟的一生中最爱', 'norm': '谭咏麟的一生中最爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汤潮的美了美了	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汤潮的美了美了', 'norm': '汤潮的美了美了', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放唐古的你偷空了我的心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '唐古的你偷空了我的心', 'norm': '唐古的你偷空了我的心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放唐海兵的九世轮回篇空拍	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '唐海兵的九世轮回篇空拍', 'norm': '唐海兵的九世轮回篇空拍', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放糖糖的一曲神摇	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '糖糖的一曲神摇', 'norm': '糖糖的一曲神摇', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放逃跑计划的夜空中最亮的星	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '逃跑计划的夜空中最亮的星', 'norm': '逃跑计划的夜空中最亮的星', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陶喆的就是爱你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陶喆的就是爱你', 'norm': '陶喆的就是爱你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放田馥甄的美女与野兽	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '田馥甄的美女与野兽', 'norm': '田馥甄的美女与野兽', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放铁竹堂的能不能	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '铁竹堂', 'norm': '铁竹堂', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放童可可的一种感觉	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '童可可的一种感觉', 'norm': '童可可的一种感觉', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放屠洪刚的你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '屠洪刚', 'norm': '屠洪刚', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放万万小宇宙的Microcosm	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '万万小宇宙的microcosm', 'norm': '万万小宇宙的microcosm', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汪晨蕊的友情岁月	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汪晨蕊的友情岁月', 'norm': '汪晨蕊的友情岁月', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汪东城的在你离开那一天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汪东城的在你离开那一天', 'norm': '汪东城的在你离开那一天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汪峰的当我想你的时候	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汪峰的当我想你的时候', 'norm': '汪峰的当我想你的时候', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汪涵的凡人歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汪涵的凡人', 'norm': '汪涵的凡人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放汪苏泷的不分手的恋爱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '汪苏泷的不分手的恋爱', 'norm': '汪苏泷的不分手的恋爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王菲的你在终点等我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王菲的你在终点等', 'norm': '王菲的你在终点等', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放王杰的不浪漫罪名	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王杰的不浪漫罪名', 'norm': '王杰的不浪漫罪名', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王俊凯的再见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王俊凯的再见', 'norm': '王俊凯的再见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王力宏的依然爱你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '依然爱你', 'norm': '依然爱你', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'artists': {'orgin': '[{"artist":"王力宏"}]', 'norm': '[{"artist":"王力宏"}]', 'logic': '0', 'paramType': '{"artist":"@sys.entity.MUSIC_ARTIST"}', 'code': 0}}

播放王若琳的有你的快乐	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王若琳的有你的快乐', 'norm': '王若琳的有你的快乐', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王思远的她	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王思远的她', 'norm': '王思远的她', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王童语的丫头	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王童语的丫头', 'norm': '王童语的丫头', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王菀之的友谊的小船	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王菀之的友谊的小船', 'norm': '王菀之的友谊的小船', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王笑文的耿耿于怀	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王笑文的耿耿于怀', 'norm': '王笑文的耿耿于怀', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王心凌的当你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王心凌的当你', 'norm': '王心凌的当你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王绎龙的电音之王	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王绎龙的电音之王', 'norm': '王绎龙的电音之王', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王媛渊的蝶缘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王媛渊的蝶缘', 'norm': '王媛渊的蝶缘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王铮亮的我不会一个人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王铮亮的我不会一个人', 'norm': '王铮亮的我不会一个人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王筝的没有人比我更爱你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王筝的没有人比我更爱你', 'norm': '王筝的没有人比我更爱你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王子文的时光诛仙	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王子文的时光诛仙', 'norm': '王子文的时光诛仙', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放王祖蓝的王牌对王牌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '王祖蓝的王牌对王牌', 'norm': '王祖蓝的王牌对王牌', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放望海高歌的时光不老我们不散	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '望海高歌的时光不老我们不散', 'norm': '望海高歌的时光不老我们不散', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放威仔的重复的伤	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '威仔的重复的伤', 'norm': '威仔的重复的伤', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放卫兰的大哥	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '卫兰的大哥', 'norm': '卫兰的大哥', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放魏晨的不变	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '魏晨的不变', 'norm': '魏晨的不变', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放魏新雨的恋人心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '魏新雨的恋人心', 'norm': '魏新雨的恋人心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放温岚的屋顶	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '温岚的屋顶', 'norm': '温岚的屋顶', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放乌兰图雅的海市蜃楼	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '乌兰图雅的海市蜃楼', 'norm': '乌兰图雅的海市蜃楼', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放吴克群的奇怪的你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '吴克群的奇怪', 'norm': '吴克群的奇怪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放吴莫愁的你就是梦想	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '吴莫愁的你就是梦想', 'norm': '吴莫愁的你就是梦想', 'logic': '', 'paramType': '@sys.any', 'code': 0}}
